iter	Logloss	Accuracy
87	0.121001821	0.952952953
88	0.1207781432	0.952952953
89	0.1206972116	0.952952953
90	0.1206755134	0.952952953
91	0.1206398968	0.952952953
92	0.1206340169	0.952952953
93	0.1206277303	0.952952953
94	0.1204861898	0.952952953
95	0.1203747218	0.952952953
96	0.1202340293	0.952952953
97	0.1198114314	0.952952953
98	0.1196624301	0.952952953
99	0.1192530087	0.952952953
100	0.1192478641	0.952952953
101	0.1192417143	0.952952953
102	0.1192349725	0.952952953
103	0.1191212244	0.952952953
104	0.1191167528	0.952952953
105	0.1191167466	0.952952953
106	0.1188325155	0.951951952
107	0.118420599	0.950950951
108	0.1184205887	0.950950951
109	0.1184163896	0.950950951
110	0.1184113639	0.950950951
111	0.1180871245	0.950950951
112	0.1180833527	0.950950951
113	0.1180801066	0.950950951
114	0.1179354454	0.950950951
115	0.1176721496	0.951951952
116	0.1176347661	0.951951952
117	0.1173090474	0.951951952
118	0.117248068	0.951951952
119	0.1171511403	0.951951952
120	0.1170073193	0.951951952
121	0.1170073139	0.951951952
122	0.1166543686	0.952952953
123	0.1166066761	0.952952953
124	0.116332785	0.952952953
125	0.1161006512	0.952952953
126	0.1160970239	0.952952953
127	0.1151057904	0.952952953
128	0.1147856072	0.952952953
129	0.1147818647	0.952952953
130	0.1147552947	0.952952953
131	0.1145013543	0.952952953
132	0.114501346	0.952952953
133	0.1141467421	0.952952953
134	0.1138785626	0.952952953
135	0.1138756245	0.952952953
136	0.1138102101	0.952952953
137	0.113740576	0.952952953
138	0.1136869862	0.952952953
139	0.1136869719	0.952952953
140	0.1136844751	0.952952953
141	0.1136566107	0.952952953
142	0.1136048715	0.952952953
143	0.1135469048	0.952952953
144	0.1132706728	0.952952953
145	0.1130987309	0.952952953
146	0.1129729252	0.952952953
147	0.1129349119	0.952952953
148	0.1129042706	0.952952953
149	0.1129022228	0.952952953
150	0.1129022129	0.952952953
151	0.1127536234	0.952952953
152	0.1127535437	0.952952953
153	0.1126429624	0.952952953
154	0.1123303679	0.952952953
155	0.1120594865	0.952952953
156	0.1120572097	0.952952953
157	0.1119384495	0.952952953
158	0.1119024986	0.952952953
159	0.1117770961	0.952952953
160	0.1117421456	0.952952953
161	0.1116080012	0.952952953
162	0.1115608809	0.952952953
163	0.111384398	0.952952953
164	0.1113686088	0.952952953
165	0.1111804397	0.952952953
166	0.1110602088	0.952952953
167	0.1106187959	0.952952953
168	0.1104796958	0.952952953
169	0.1103141521	0.952952953
170	0.110015329	0.952952953
171	0.109819861	0.952952953
172	0.1095133864	0.952952953
173	0.1092336673	0.952952953
174	0.1091793842	0.952952953
175	0.109179084	0.952952953
176	0.1091130971	0.952952953
177	0.109036447	0.952952953
178	0.1088699511	0.952952953
179	0.1087912729	0.952952953
180	0.1086631406	0.952952953
181	0.1086160123	0.952952953
182	0.1084152993	0.952952953
183	0.1083875308	0.952952953
184	0.1081227318	0.952952953
185	0.1079928306	0.952952953
186	0.1078135227	0.952952953
187	0.1074740641	0.953953954
188	0.1074739864	0.953953954
189	0.1074430375	0.953953954
190	0.1072804936	0.954954955
191	0.1071567439	0.953953954
192	0.1067766559	0.953953954
193	0.1065708032	0.953953954
194	0.106554714	0.953953954
195	0.1065249524	0.953953954
196	0.1063691907	0.953953954
197	0.106118141	0.953953954
198	0.1059160777	0.953953954
199	0.1058349893	0.953953954
200	0.1055802367	0.953953954
201	0.1053858388	0.953953954
202	0.1053392106	0.953953954
203	0.1052242515	0.953953954
204	0.1049140209	0.953953954
205	0.10489584	0.953953954
206	0.1048347358	0.953953954
207	0.1048347316	0.953953954
208	0.1047447442	0.953953954
209	0.1047300265	0.953953954
210	0.1044342017	0.953953954
211	0.1041663178	0.953953954
212	0.1040105832	0.953953954
213	0.1038476547	0.954954955
214	0.1036648191	0.954954955
215	0.1035500456	0.954954955
216	0.103362423	0.954954955
217	0.1031453244	0.954954955
218	0.1030286704	0.954954955
219	0.1028048844	0.954954955
220	0.1025319605	0.954954955
221	0.1023312989	0.954954955
222	0.101986468	0.954954955
223	0.101915965	0.954954955
224	0.1016732499	0.954954955
225	0.1014583416	0.954954955
226	0.1013020954	0.954954955
227	0.1012815421	0.954954955
228	0.1010505719	0.954954955
229	0.1008417775	0.954954955
230	0.1008178483	0.954954955
231	0.100545212	0.954954955
232	0.1002960318	0.954954955
233	0.1001127216	0.954954955
234	0.1000101704	0.954954955
235	0.0998555807	0.954954955
236	0.09974146371	0.954954955
237	0.0994765133	0.954954955
238	0.09940008209	0.954954955
239	0.09925747155	0.954954955
240	0.0990444997	0.954954955
241	0.09890488924	0.954954955
242	0.09884616772	0.954954955
243	0.09879073307	0.954954955
244	0.09873791412	0.956956957
245	0.09854760547	0.956956957
246	0.09836272437	0.956956957
247	0.0981587489	0.956956957
248	0.0980304486	0.956956957
249	0.0979443062	0.956956957
250	0.09790737989	0.956956957
251	0.09747216944	0.956956957
252	0.09727991631	0.956956957
253	0.09704196423	0.956956957
254	0.09691006167	0.956956957
255	0.09667895348	0.956956957
256	0.09660228343	0.956956957
257	0.09643153143	0.956956957
258	0.09625089024	0.956956957
259	0.09612724431	0.956956957
260	0.0959324765	0.956956957
261	0.09578265872	0.956956957
262	0.09566741079	0.956956957
263	0.09547433097	0.956956957
264	0.09533307733	0.956956957
265	0.09495597043	0.956956957
266	0.09480693511	0.956956957
267	0.09466977919	0.956956957
268	0.09446513942	0.956956957
269	0.09434020701	0.956956957
270	0.09417968495	0.956956957
271	0.09394778954	0.956956957
272	0.09381613402	0.956956957
273	0.09374615062	0.956956957
274	0.09357229859	0.956956957
275	0.09329929701	0.956956957
276	0.09315547846	0.956956957
277	0.09299978708	0.956956957
278	0.09281568323	0.956956957
279	0.09267981836	0.956956957
280	0.09254660238	0.956956957
281	0.0924379058	0.956956957
282	0.09231125077	0.956956957
283	0.09219448658	0.956956957
284	0.09207589435	0.956956957
285	0.09199258363	0.956956957
286	0.09188570219	0.956956957
287	0.09182297177	0.956956957
288	0.09163999825	0.956956957
289	0.09147307973	0.956956957
290	0.09139472505	0.956956957
291	0.09132088619	0.956956957
292	0.09116515345	0.955955956
293	0.09105851658	0.955955956
294	0.09096451471	0.955955956
295	0.09080934664	0.955955956
296	0.09062984028	0.955955956
297	0.09054051164	0.955955956
298	0.09039696454	0.955955956
299	0.09025377734	0.956956957
300	0.09014501252	0.956956957
301	0.09004490889	0.956956957
302	0.08994909257	0.956956957
303	0.08984302567	0.956956957
304	0.08975101429	0.956956957
305	0.08966294597	0.956956957
306	0.08957865504	0.957957958
307	0.08952461291	0.957957958
308	0.08937989567	0.957957958
309	0.08930038837	0.957957958
310	0.0892299602	0.957957958
311	0.08919262735	0.957957958
312	0.08911779281	0.957957958
313	0.08900317706	0.957957958
314	0.08893236745	0.957957958
315	0.08887819756	0.957957958
316	0.08881322509	0.957957958
317	0.08871751693	0.957957958
318	0.08866227834	0.957957958
319	0.08851261745	0.957957958
320	0.08845531903	0.957957958
321	0.08838994817	0.957957958
322	0.08830001137	0.957957958
323	0.08807078789	0.957957958
324	0.08801951565	0.957957958
325	0.08799251543	0.957957958
326	0.08790885585	0.957957958
327	0.08780848069	0.957957958
328	0.087607696	0.957957958
329	0.08746732387	0.957957958
330	0.08742037282	0.957957958
331	0.08725392729	0.957957958
332	0.08713884558	0.957957958
333	0.08706149226	0.957957958
334	0.08695926343	0.957957958
335	0.08691284088	0.957957958
336	0.08679182423	0.957957958
337	0.08673812365	0.957957958
338	0.08661535353	0.958958959
339	0.08642624272	0.958958959
340	0.08632826325	0.958958959
341	0.08622902442	0.958958959
342	0.08609268184	0.958958959
343	0.08605188789	0.958958959
344	0.08597725289	0.958958959
345	0.08592143148	0.95995996
346	0.08582765298	0.95995996
347	0.08573776831	0.95995996
348	0.0855562022	0.958958959
349	0.08546882413	0.958958959
350	0.08539658164	0.958958959
351	0.08530415535	0.958958959
352	0.08517701851	0.95995996
353	0.08512944477	0.95995996
354	0.08498302857	0.95995996
355	0.08490882773	0.95995996
356	0.08473886697	0.961961962
357	0.08462739446	0.962962963
358	0.0845821435	0.962962963
359	0.08445519052	0.962962963
360	0.08441975883	0.962962963
361	0.0843365497	0.962962963
362	0.08427115267	0.962962963
363	0.08419131348	0.962962963
364	0.08408948312	0.962962963
365	0.08402608148	0.962962963
366	0.08398395569	0.962962963
367	0.08391688981	0.962962963
368	0.08383501622	0.962962963
369	0.08380185687	0.962962963
370	0.08376014121	0.962962963
371	0.08372108237	0.962962963
372	0.08351068485	0.962962963
373	0.08338007352	0.964964965
374	0.08330524148	0.964964965
375	0.08322760316	0.964964965
376	0.08315329551	0.964964965
377	0.08304911461	0.964964965
378	0.08294095102	0.964964965
379	0.08281890582	0.964964965
380	0.08274702451	0.964964965
381	0.08266979445	0.964964965
382	0.08254447723	0.964964965
383	0.08247323796	0.964964965
384	0.08242391427	0.964964965
385	0.08226325944	0.964964965
386	0.08221049362	0.964964965
387	0.08217559275	0.964964965
388	0.08208367356	0.964964965
389	0.08205510878	0.964964965
390	0.08196598993	0.964964965
391	0.0818277787	0.964964965
392	0.08176002365	0.964964965
393	0.08170971074	0.964964965
394	0.08164434409	0.964964965
395	0.08156142848	0.964964965
396	0.0814985826	0.964964965
397	0.08134810145	0.964964965
398	0.08126407327	0.964964965
399	0.08123255115	0.964964965
400	0.08117207226	0.964964965
401	0.08110969179	0.964964965
402	0.08105093182	0.964964965
403	0.08095708352	0.964964965
404	0.08088079447	0.964964965
405	0.08080068837	0.964964965
406	0.08065925604	0.964964965
407	0.08058337742	0.964964965
408	0.08052334077	0.964964965
409	0.08049760913	0.964964965
410	0.08042678027	0.964964965
411	0.0803694395	0.964964965
412	0.08022342113	0.964964965
413	0.080122927	0.964964965
414	0.08002390112	0.964964965
415	0.07996890606	0.964964965
416	0.07983565568	0.964964965
417	0.07978416755	0.964964965
418	0.07973147602	0.964964965
419	0.07965746587	0.964964965
420	0.07953149727	0.964964965
421	0.07947400245	0.964964965
422	0.07941420593	0.964964965
423	0.07934709155	0.964964965
424	0.07929633374	0.964964965
425	0.0792698819	0.964964965
426	0.07917916146	0.964964965
427	0.07915373231	0.964964965
428	0.07902323348	0.964964965
429	0.07890458829	0.964964965
430	0.07885197688	0.964964965
431	0.07879281268	0.964964965
432	0.07873845938	0.964964965
433	0.07868192425	0.964964965
434	0.07861689487	0.964964965
435	0.07856456678	0.964964965
436	0.07850278588	0.964964965
437	0.0784553109	0.964964965
438	0.07837058641	0.964964965
439	0.07832494807	0.964964965
440	0.07827447564	0.964964965
441	0.07822145809	0.964964965
442	0.07816023614	0.964964965
443	0.07811207436	0.965965966
444	0.07800361489	0.965965966
445	0.07795718255	0.965965966
446	0.07790395393	0.965965966
447	0.07785919103	0.965965966
448	0.07781533271	0.965965966
449	0.07776071817	0.965965966
450	0.0776555751	0.965965966
451	0.07763214163	0.965965966
452	0.07759012922	0.965965966
453	0.07754954695	0.965965966
454	0.0774687623	0.965965966
455	0.0774001396	0.965965966
456	0.0773431918	0.965965966
457	0.0772970019	0.965965966
458	0.07725657704	0.965965966
459	0.07720591444	0.965965966
460	0.07718394533	0.965965966
461	0.07714525901	0.965965966
462	0.07709442639	0.965965966
463	0.07704315747	0.965965966
464	0.07702220007	0.965965966
465	0.07698631136	0.965965966
466	0.07695011378	0.965965966
467	0.07689474721	0.965965966
468	0.07687474787	0.965965966
469	0.0768400581	0.965965966
470	0.0767902949	0.965965966
471	0.07674335519	0.965965966
472	0.07670024062	0.965965966
473	0.07664315398	0.965965966
474	0.07662466823	0.965965966
475	0.07658308986	0.965965966
476	0.076538901	0.965965966
477	0.07648455712	0.965965966
478	0.07646660443	0.965965966
479	0.07642210505	0.965965966
480	0.07640462236	0.965965966
481	0.07636442735	0.965965966
482	0.07632859108	0.965965966
483	0.07623628333	0.965965966
484	0.07620367286	0.965965966
485	0.07617124604	0.965965966
486	0.07613235326	0.965965966
487	0.07601177674	0.965965966
488	0.07592165898	0.965965966
489	0.07590520586	0.965965966
490	0.07587162294	0.965965966
491	0.07585560934	0.965965966
492	0.07581800048	0.965965966
493	0.07570213048	0.965965966
494	0.07561626441	0.965965966
495	0.07557505513	0.965965966
496	0.07545980427	0.965965966
497	0.07542853614	0.965965966
498	0.07533506383	0.965965966
499	0.07530249528	0.965965966
500	0.07528708769	0.965965966
501	0.07527230013	0.965965966
502	0.07523448977	0.965965966
503	0.07522008518	0.965965966
