iter	Logloss	Accuracy
125	0.1171033956	0.952952953
126	0.1170012094	0.952952953
127	0.1170011875	0.952952953
128	0.1169438792	0.952952953
129	0.1167211415	0.952952953
130	0.1165936549	0.952952953
131	0.116593651	0.952952953
132	0.1165635851	0.952952953
133	0.1165635813	0.952952953
134	0.1165635673	0.952952953
135	0.1165592369	0.952952953
136	0.1164523672	0.952952953
137	0.1164250329	0.952952953
138	0.1163922638	0.952952953
139	0.1163608881	0.952952953
140	0.1162126947	0.952952953
141	0.1158594838	0.952952953
142	0.1156542156	0.952952953
143	0.1153062561	0.952952953
144	0.1152579757	0.952952953
145	0.1151955892	0.952952953
146	0.114976043	0.952952953
147	0.1144105119	0.952952953
148	0.1142139979	0.952952953
149	0.1142111957	0.952952953
150	0.1136672855	0.952952953
151	0.1132854982	0.954954955
152	0.1132854207	0.954954955
153	0.1132853024	0.954954955
154	0.1132413702	0.954954955
155	0.1132413555	0.954954955
156	0.1132007379	0.954954955
157	0.1132007313	0.954954955
158	0.1129391019	0.954954955
159	0.1123424177	0.954954955
160	0.1117894491	0.954954955
161	0.1113333505	0.954954955
162	0.1111444715	0.954954955
163	0.1111080377	0.954954955
164	0.1109611589	0.954954955
165	0.1109456249	0.954954955
166	0.1108893506	0.954954955
167	0.1108510241	0.954954955
168	0.110742729	0.954954955
169	0.1106737254	0.954954955
170	0.1105597201	0.954954955
171	0.1105163517	0.954954955
172	0.1104796166	0.954954955
173	0.1104569203	0.954954955
174	0.1101662809	0.954954955
175	0.1099377416	0.954954955
176	0.1094439075	0.954954955
177	0.1094055209	0.954954955
178	0.1092569001	0.954954955
179	0.109225719	0.954954955
180	0.1090728586	0.954954955
181	0.1089696151	0.954954955
182	0.1087007772	0.954954955
183	0.1086011922	0.954954955
184	0.1085603382	0.954954955
185	0.1084128273	0.954954955
186	0.1083395017	0.954954955
187	0.1083170127	0.954954955
188	0.1082213729	0.954954955
189	0.1078053358	0.954954955
190	0.1076388686	0.954954955
191	0.1074977895	0.954954955
192	0.1071415461	0.954954955
193	0.1067996827	0.954954955
194	0.1066179942	0.954954955
195	0.1064373063	0.954954955
196	0.1063005496	0.954954955
197	0.1059961091	0.954954955
198	0.1058781812	0.954954955
199	0.1057323882	0.954954955
200	0.1055994419	0.954954955
201	0.1054791716	0.954954955
202	0.1051104827	0.954954955
203	0.1049633624	0.954954955
204	0.1048764399	0.954954955
205	0.1047039339	0.954954955
206	0.1045443886	0.954954955
207	0.1042792804	0.954954955
208	0.1039954205	0.954954955
209	0.1038817801	0.954954955
210	0.1037058273	0.954954955
211	0.1036892148	0.954954955
212	0.1034990289	0.954954955
213	0.1033862366	0.954954955
214	0.1032167807	0.956956957
215	0.1030628089	0.956956957
216	0.1028764747	0.956956957
217	0.1028617	0.956956957
218	0.1028460066	0.956956957
219	0.102650764	0.956956957
220	0.1025309402	0.956956957
221	0.1022018133	0.956956957
222	0.102066714	0.956956957
223	0.1019427071	0.956956957
224	0.1017282536	0.956956957
225	0.1014886877	0.957957958
226	0.1013035581	0.957957958
227	0.1010116236	0.957957958
228	0.1008283771	0.957957958
229	0.1007100368	0.957957958
230	0.1006634921	0.957957958
231	0.1005823819	0.957957958
232	0.1004747248	0.957957958
233	0.1003471779	0.957957958
234	0.100170236	0.957957958
235	0.1000606282	0.957957958
236	0.09994721608	0.957957958
237	0.09975351612	0.957957958
238	0.0996498428	0.957957958
239	0.09949871564	0.957957958
240	0.09930090914	0.957957958
241	0.09907077904	0.957957958
242	0.09891792795	0.958958959
243	0.09874138807	0.958958959
244	0.09863254373	0.958958959
245	0.09855226666	0.958958959
246	0.0982870322	0.958958959
247	0.09806700683	0.958958959
248	0.09789102435	0.958958959
249	0.09768603697	0.958958959
250	0.09753210542	0.958958959
251	0.0973954621	0.958958959
252	0.09710287359	0.958958959
253	0.09696254776	0.958958959
254	0.09680126891	0.958958959
255	0.0966009637	0.958958959
256	0.09651006882	0.958958959
257	0.09626515906	0.958958959
258	0.09617489574	0.958958959
259	0.09595756077	0.960960961
260	0.09574389836	0.960960961
261	0.09565590766	0.960960961
262	0.09533769927	0.960960961
263	0.09517457899	0.960960961
264	0.09498211105	0.960960961
265	0.09482448818	0.960960961
266	0.09478223999	0.960960961
267	0.09459349466	0.960960961
268	0.09440795103	0.960960961
269	0.09427669918	0.960960961
270	0.09411984921	0.960960961
271	0.09389773989	0.960960961
272	0.09370752785	0.960960961
273	0.09349329248	0.960960961
274	0.09341103495	0.960960961
275	0.09330791263	0.960960961
276	0.09313915174	0.960960961
277	0.09299781793	0.960960961
278	0.09278416267	0.960960961
279	0.09269671499	0.960960961
280	0.09254778348	0.960960961
281	0.09239218699	0.960960961
282	0.09227181561	0.960960961
283	0.09219238441	0.960960961
284	0.09211779601	0.960960961
285	0.09203989327	0.960960961
286	0.09196337687	0.960960961
287	0.0918458379	0.960960961
288	0.09177156438	0.960960961
289	0.09164423428	0.960960961
290	0.09157250353	0.960960961
291	0.09150268102	0.960960961
292	0.09135878588	0.960960961
293	0.09125547884	0.960960961
294	0.09111898024	0.960960961
295	0.09104780555	0.960960961
296	0.09094129566	0.960960961
297	0.09087352986	0.960960961
298	0.09075200749	0.960960961
299	0.09064300579	0.960960961
300	0.09043523251	0.960960961
301	0.09037104533	0.960960961
302	0.09017612657	0.960960961
303	0.09001071244	0.960960961
304	0.08995026537	0.960960961
305	0.08989229188	0.960960961
306	0.08983542724	0.960960961
307	0.08978121794	0.960960961
308	0.0897280841	0.960960961
309	0.08967652779	0.960960961
310	0.08951613389	0.960960961
311	0.08944553702	0.960960961
312	0.08934194901	0.960960961
313	0.0892492415	0.960960961
314	0.08919688983	0.960960961
315	0.08908715469	0.960960961
316	0.08894398644	0.960960961
317	0.08886419679	0.960960961
318	0.08878571099	0.960960961
319	0.08865673994	0.960960961
320	0.08860894194	0.960960961
321	0.08853426161	0.960960961
322	0.08842326708	0.960960961
323	0.08830893213	0.960960961
324	0.08826057448	0.960960961
325	0.08815589843	0.961961962
326	0.08807617417	0.961961962
327	0.08792912315	0.961961962
328	0.08788226096	0.961961962
329	0.08781468266	0.961961962
330	0.08777185282	0.961961962
331	0.08773065023	0.961961962
332	0.08761743992	0.961961962
333	0.08752079779	0.961961962
334	0.08743850342	0.961961962
335	0.08737820889	0.961961962
